,Year,Mileage,Engine,Power,Seats,Price,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol
459,2018,42,1196.0,86.8,5.0,10344,0,0,0,1
460,2013,39,1395.0,138.02,5.0,13310,0,0,0,1
461,2015,46,1461.0,83.8,5.0,10648,0,1,0,0
462,2015,36,1999.0,177,5.0,50960,0,1,0,0
463,2011,47,1399.0,68,5.0,3422,0,1,0,0
464,2008,30,2953.0,156,7.0,6449,0,1,0,0
465,2017,29,2982.0,168.5,7.0,43233,0,1,0,0
466,2012,51,1199.0,73.9,5.0,4183,0,1,0,0
467,2011,54,1248.0,73.94,5.0,4563,0,1,0,0
468,2013,54,1461.0,63.1,5.0,5400,0,1,0,0
469,2013,52,1582.0,126.32,5.0,7301,0,1,0,0
470,2011,25,2497.0,150,5.0,20536,0,0,0,1
471,2017,25,2987.0,258,7.0,85188,0,1,0,0
472,2004,28,2354.0,187.4,5.0,6069,0,0,0,1
473,2016,40,1582.0,126.2,5.0,23578,0,1,0,0
474,2010,46,1086.0,68.05,5.0,3529,0,0,0,1
475,2016,47,2143.0,136,5.0,28264,0,1,0,0
476,2014,37,1373.0,93.7,7.0,8366,0,0,0,1
477,2006,43,1896.0,66,5.0,4867,0,1,0,0
478,2015,42,1198.0,86.7,5.0,6084,0,0,0,1
479,2004,40,993.0,60,5.0,2433,0,0,0,1
480,2013,36,1586.0,103.3,5.0,6313,0,0,0,1
481,2014,38,1198.0,86.8,5.0,6465,0,0,0,1
482,2011,44,998.0,67.1,5.0,3955,0,0,0,1
483,2008,28,2362.0,164.7,5.0,5217,0,0,0,1
484,2012,43,1199.0,79.4,5.0,3879,0,0,0,1
485,2017,29,2982.0,168.5,7.0,48679,0,1,0,0
486,2014,53,1498.0,89.84,5.0,9507,0,1,0,0
487,2010,41,1248.0,75,5.0,5476,0,1,0,0
488,2010,31,2987.0,282,5.0,28142,0,1,0,0
489,2015,40,1497.0,117.3,7.0,6465,0,0,0,1
490,2017,44,1197.0,82,5.0,7301,0,0,0,1
491,2015,37,2179.0,140,7.0,19775,0,1,0,0
492,2012,34,1598.0,105,5.0,3422,0,0,0,1
493,2009,42,1086.0,62.1,5.0,3498,0,0,0,1
494,2019,35,1591.0,121.3,5.0,20627,0,0,0,1
495,2017,36,1997.0,120,7.0,18634,0,1,0,0
496,2013,48,1598.0,103.5,5.0,5719,0,1,0,0
497,2015,44,1461.0,108.45,5.0,13052,0,1,0,0
498,2011,27,2993.0,245,5.0,41833,0,1,0,0
499,2013,41,1496.0,88.73,5.0,7530,0,0,0,1
500,2012,52,998.0,67.04,5.0,5020,0,0,0,1
501,2016,37,1591.0,121.3,5.0,12169,0,0,0,1
502,2014,54,998.0,67.04,5.0,4244,0,0,0,1
503,2017,29,2179.0,187.7,5.0,69428,0,1,0,0
504,2014,43,1199.0,76.8,5.0,3879,0,0,0,1
505,2014,59,624.0,37.5,4.0,1521,0,0,0,1
506,2017,41,1968.0,174.33,5.0,57137,0,1,0,0
507,2009,25,2987.0,198.5,5.0,14132,0,1,0,0
508,2019,51,1197.0,81.80,5.0,9690,0,0,0,1
509,2013,34,1368.0,112,5.0,4533,0,0,0,1
510,2017,47,1197.0,81.80,5.0,8747,0,0,0,1
511,2010,27,2982.0,171,7.0,19775,0,1,0,0
512,2014,37,1373.0,93.7,7.0,10344,0,0,0,1
513,2010,28,1995.0,154,5.0,15957,0,0,0,1
514,2014,37,1373.0,93.7,7.0,8518,0,0,0,1
515,2010,39,1497.0,118,5.0,4335,0,0,0,1
516,2013,34,2199.0,194.3,7.0,12717,0,1,0,0
517,2005,39,1405.0,70,5.0,1521,0,1,0,0
518,2010,25,2497.0,204,5.0,16353,0,0,0,1
519,2011,45,1248.0,73.9,5.0,5856,0,1,0,0
520,2012,41,1399.0,67,5.0,4563,0,1,0,0
521,2015,42,1497.0,117.3,5.0,14603,0,0,0,1
522,2012,30,2982.0,168.5,7.0,20156,0,1,0,0
523,2016,42,1198.0,86.7,5.0,8747,0,0,0,1
524,2014,53,1396.0,88.73,5.0,10268,0,1,0,0
525,2013,42,1248.0,73.8,7.0,7377,0,1,0,0
526,2019,0,1950.0,181.43,5.0,59312,0,0,0,1
527,2009,29,1586.0,103.2,5.0,4335,0,0,0,1
528,2012,30,2494.0,100,7.0,14466,0,1,0,0
529,2012,43,1995.0,177,5.0,28142,0,1,0,0
530,2015,44,1461.0,108.45,5.0,10268,0,1,0,0
531,2017,48,1995.0,190,5.0,44723,0,1,0,0
532,2009,41,1497.0,78,5.0,5004,0,0,0,1
533,2016,66,1248.0,88.5,5.0,14451,0,1,0,0
534,2010,41,1298.0,85.8,5.0,3346,0,0,0,1
535,2012,35,2179.0,140,7.0,9887,0,1,0,0
536,2007,31,1799.0,130,5.0,7453,0,0,0,1
537,2013,59,1248.0,88.50,7.0,10268,0,1,0,0
538,2013,55,1364.0,67.04,5.0,5780,0,1,0,0
539,2013,23,1984.0,207.8,2.0,44875,0,0,0,1
540,2017,49,1498.0,108.4,5.0,15972,0,1,0,0
541,2015,47,1498.0,88.8,5.0,9431,0,1,0,0
542,2009,39,1896.0,105,5.0,7606,0,1,0,0
543,2007,45,1461.0,65,5.0,3498,0,1,0,0
544,2016,26,2755.0,171.5,7.0,25860,0,1,0,0
545,2014,44,1995.0,184,5.0,38791,0,1,0,0
546,2015,64,1498.0,98.6,5.0,8594,0,1,0,0
547,2015,60,1498.0,98.6,5.0,8518,0,1,0,0
548,2015,38,2179.0,187.7,5.0,45606,0,1,0,0
549,2016,62,1248.0,74,5.0,11241,0,1,0,0
550,2018,40,1956.0,170,5.0,28903,0,1,0,0
551,2010,29,1794.0,132,5.0,7606,0,0,0,1
552,2011,39,1497.0,118,5.0,5096,0,0,0,1
553,2013,43,1197.0,85.8,5.0,6769,0,0,0,1
554,2019,52,1582.0,126.32,5.0,12641,0,1,0,0
555,2012,37,2523.0,62.1,7.0,9127,0,1,0,0
556,2014,53,1248.0,74,5.0,7986,0,1,0,0
557,2012,41,1968.0,174.33,5.0,18711,0,1,0,0
558,2004,32,1299.0,70,5.0,2281,0,0,0,1
559,2018,47,1498.0,88,5.0,12352,0,1,0,0
560,2012,31,2523.0,63,7.0,9309,0,1,0,0
561,2017,59,1498.0,98.6,5.0,16550,0,1,0,0
562,2014,42,1199.0,82.5,5.0,5324,0,0,0,1
563,2016,43,1197.0,81.83,5.0,9355,0,0,0,1
564,2016,40,1995.0,184,5.0,50200,0,1,0,0
565,2012,35,1995.0,177,5.0,20536,0,1,0,0
566,2015,29,2982.0,168.5,7.0,26028,0,1,0,0
567,2014,26,4134.0,335.2,7.0,45286,0,1,0,0
568,2013,48,1248.0,88.76,7.0,9051,0,1,0,0
569,2015,43,1197.0,80,5.0,8747,0,0,0,1
570,2006,23,3498.0,364.9,5.0,28903,0,0,0,1
571,2014,48,1461.0,83.8,5.0,7225,0,1,0,0
572,2013,40,1493.0,100,7.0,5020,0,1,0,0
573,2013,29,2982.0,168.5,7.0,25100,0,1,0,0
574,2014,37,2993.0,258,7.0,66933,0,1,0,0
575,2011,45,1248.0,73.9,5.0,6678,0,1,0,0
576,2018,59,1248.0,74,5.0,9431,0,1,0,0
577,2016,31,1984.0,177.01,5.0,36843,0,0,0,1
578,2008,24,2835.0,107.2,6.0,8290,0,1,0,0
579,2016,38,2179.0,187.7,5.0,66933,0,1,0,0
580,2019,26,2755.0,171.5,7.0,37756,0,1,0,0
581,2015,45,1968.0,141,5.0,17783,0,1,0,0
582,2018,33,1798.0,138.03,5.0,30424,0,0,0,1
583,2010,46,796.0,35,8.0,2205,0,0,0,1
584,2018,42,2143.0,170,5.0,73779,0,1,0,0
585,2016,50,1498.0,108.5,5.0,14375,0,1,0,0
586,2015,37,2179.0,140,7.0,19015,0,1,0,0
587,2014,48,1461.0,83.8,5.0,10496,0,1,0,0
588,2012,52,1582.0,126.32,5.0,8823,0,1,0,0
589,2016,34,2993.0,258,5.0,67785,0,1,0,0
590,2015,36,2179.0,120,7.0,12930,0,1,0,0
591,2017,56,1582.0,126.2,5.0,16277,0,1,0,0
592,2009,28,2967.0,241.4,7.0,18254,0,1,0,0
593,2010,34,1150.0,76,5.0,3711,0,0,0,1
594,2000,31,2523.0,63,7.0,2966,0,1,0,0
595,2014,44,1197.0,82,5.0,6617,0,0,0,1
596,2017,32,2393.0,147.8,8.0,26621,0,1,0,0
597,2015,49,814.0,55.2,5.0,4411,0,0,0,1
598,2013,51,1199.0,73.9,5.0,4411,0,1,0,0
599,2016,57,1248.0,88.5,5.0,13538,0,1,0,0
600,2013,44,1995.0,184,5.0,25480,0,1,0,0
601,2016,49,814.0,55.2,5.0,6008,0,0,0,1
602,2009,39,1497.0,118,5.0,3194,0,0,0,1
603,2011,30,2354.0,177.6,5.0,6526,0,0,0,1
604,2009,32,2498.0,112,8.0,5856,0,1,0,0
605,2009,31,1995.0,170,5.0,13690,0,1,0,0
606,2013,39,1497.0,116.3,5.0,6845,0,0,0,1
607,2016,37,2179.0,140,7.0,18954,0,1,0,0
608,2014,50,1396.0,88.76,5.0,7073,0,1,0,0
609,2014,30,2982.0,168.5,7.0,31185,0,1,0,0
610,2006,31,2523.0,63,8.0,4411,0,1,0,0
611,2007,37,1298.0,85,5.0,2205,0,0,0,1
612,2016,48,1496.0,113.98,5.0,44875,0,1,0,0
613,2015,36,1968.0,174.33,5.0,38030,0,1,0,0
614,2013,39,1197.0,80,5.0,5324,0,0,0,1
615,2017,33,2179.0,154,7.0,17113,0,1,0,0
616,2017,51,1498.0,98.6,7.0,16413,0,1,0,0
617,2013,45,1968.0,138.03,5.0,8975,0,1,0,0
618,2017,44,1197.0,81.86,5.0,7788,0,0,0,1
619,2017,49,1197.0,81.80,5.0,8670,0,0,0,1
620,2016,42,1995.0,190,5.0,54520,0,1,0,0
621,2007,32,1299.0,70,5.0,1901,0,0,0,1
622,2013,47,1197.0,78.9,5.0,4031,0,0,0,1
623,2016,52,1582.0,126.3,5.0,13980,0,1,0,0
624,2014,37,1995.0,181,5.0,35748,0,1,0,0
625,2011,28,1796.0,185,5.0,19015,0,0,0,1
626,2010,43,1199.0,79.4,5.0,2281,0,0,0,1
627,2012,35,2179.0,140,7.0,12321,0,1,0,0
628,2017,66,1248.0,88.5,5.0,14831,0,1,0,0
629,2017,46,2143.0,201.15,5.0,57699,0,1,0,0
630,2005,38,1497.0,78,5.0,2981,0,0,0,1
631,2015,27,2982.0,169,7.0,31185,0,1,0,0
632,2011,56,998.0,67.1,5.0,4183,0,0,0,1
633,2017,22,1999.0,237.4,5.0,114091,0,0,0,1
634,2009,51,1396.0,90,5.0,4259,0,1,0,0
635,2017,37,1497.0,117.3,7.0,14071,0,0,0,1
636,2007,31,1794.0,125,5.0,4563,0,0,0,1
637,2014,41,1968.0,174.33,5.0,36341,0,1,0,0
638,2014,30,2494.0,100.6,7.0,19395,0,1,0,0
639,2014,56,1120.0,70,5.0,6313,0,1,0,0
640,2013,34,1598.0,105,5.0,7073,0,0,0,1
641,2012,30,2494.0,102,7.0,13538,0,1,0,0
642,2008,39,1493.0,110,5.0,2281,0,1,0,0
643,2015,54,1248.0,73.94,5.0,4974,0,1,0,0
644,2008,28,2967.0,241.4,7.0,27381,0,1,0,0
645,2016,43,1197.0,81.83,5.0,9583,0,0,0,1
646,2017,57,1248.0,88.5,5.0,17204,0,1,0,0
647,2014,40,1497.0,117.3,5.0,9370,0,0,0,1
648,2014,48,1373.0,91.1,5.0,9127,0,0,0,1
649,2013,41,1498.0,99.6,5.0,8260,0,0,0,1
650,2012,51,1199.0,73.9,5.0,7073,0,1,0,0
651,2015,48,1248.0,88.8,7.0,11409,0,1,0,0
652,2015,62,1248.0,74,5.0,9507,0,1,0,0
653,2007,34,2143.0,170,5.0,14071,0,1,0,0
654,2013,45,1198.0,86.8,5.0,4791,0,0,0,1
655,2008,37,1086.0,66.7,5.0,3498,0,0,0,1
656,2012,52,1582.0,126.32,5.0,7986,0,1,0,0
657,2017,66,1248.0,88.5,5.0,11257,0,1,0,0
658,2006,32,1299.0,70,5.0,2357,0,0,0,1
659,2017,38,1199.0,74,5.0,9127,0,0,0,1
660,2016,43,1199.0,88.7,5.0,8975,0,0,0,1
661,2013,60,1498.0,98.6,5.0,7149,0,1,0,0
662,2015,53,1396.0,88.73,5.0,9887,0,1,0,0
663,2012,49,1248.0,73.9,5.0,5400,0,1,0,0
664,2014,39,1497.0,116.3,5.0,10800,0,0,0,1
665,2010,30,1798.0,160,5.0,9127,0,0,0,1
666,2017,57,1248.0,88.5,5.0,12154,0,1,0,0
667,2009,39,1197.0,80,5.0,6237,0,0,0,1
668,2017,56,998.0,67.1,5.0,6008,0,0,0,1
669,2016,49,814.0,55.2,5.0,6662,0,0,0,1
670,2011,47,1197.0,78.9,5.0,4183,0,0,0,1
671,2016,42,3498.0,306,2.0,84488,0,0,0,1
672,2014,43,1968.0,187.74,5.0,44115,0,1,0,0
673,2013,53,1498.0,98.59,5.0,10040,0,1,0,0
674,2012,33,1968.0,140,5.0,10633,0,1,0,0
675,2017,32,2393.0,147.8,7.0,28522,0,1,0,0
676,2010,47,1399.0,68,5.0,1947,0,1,0,0
677,2006,34,1399.0,92.7,5.0,1825,0,0,0,1
678,2013,43,1197.0,85.80,5.0,6556,0,0,0,1
679,2011,29,2179.0,147.51,5.0,25100,0,1,0,0
680,2017,44,1197.0,82,5.0,8579,0,0,0,1
681,2017,25,3198.0,197.2,7.0,47340,0,1,0,0
682,2013,30,1968.0,167.6,5.0,38730,0,1,0,0
683,2017,40,1591.0,121.3,5.0,11987,0,0,0,1
684,2017,30,2143.0,204,5.0,54763,0,1,0,0
685,2014,0,2987.0,165,5.0,45636,0,1,0,0
686,2008,41,1298.0,85.8,5.0,4335,0,0,0,1
687,2011,30,1343.0,90,5.0,5324,0,0,0,1
688,2014,48,1461.0,83.8,5.0,11409,0,1,0,0
689,2012,34,2143.0,170,5.0,28903,0,1,0,0
690,2015,37,2993.0,258,5.0,82145,0,1,0,0
691,2015,44,1197.0,82,5.0,7149,0,0,0,1
692,2017,51,1197.0,81.80,5.0,12930,0,0,0,1
693,2013,37,1995.0,181,4.0,25860,0,1,0,0
694,2017,53,796.0,47.3,5.0,5339,0,0,0,1
695,2013,40,1968.0,174.33,5.0,29663,0,1,0,0
696,2012,31,1598.0,181,4.0,25860,0,0,0,1
697,2015,28,2967.0,241.4,7.0,65944,0,1,0,0
698,2012,59,936.0,57.6,5.0,4031,0,1,0,0
699,2015,48,998.0,67.04,5.0,5354,0,0,0,1
700,2016,44,1461.0,108.5,5.0,9507,0,1,0,0
701,2015,44,1995.0,184,5.0,37650,0,1,0,0
702,2015,49,1197.0,83.14,5.0,7986,0,0,0,1
703,2016,41,1968.0,108.5,5.0,16733,0,1,0,0
704,2018,36,1499.0,110.4,5.0,13843,0,0,0,1
705,2010,43,1197.0,80,5.0,4943,0,0,0,1
706,2017,35,1248.0,88.5,5.0,12930,0,1,0,0
707,2010,38,1599.0,103.2,5.0,4715,0,0,0,1
708,2015,44,1995.0,184,5.0,30211,0,1,0,0
709,2017,56,1186.0,73.97,5.0,7453,0,1,0,0
710,2014,40,1497.0,117.3,5.0,8670,0,0,0,1
711,2012,59,1248.0,74,5.0,4411,0,1,0,0
712,2018,64,1248.0,74,5.0,11911,0,1,0,0
713,2015,32,2179.0,138.1,7.0,12397,0,1,0,0
714,2008,31,1495.0,94,5.0,3042,0,0,0,1
715,2016,59,1248.0,74,5.0,9507,0,1,0,0
716,2016,51,624.0,37.48,4.0,4852,0,0,0,1
717,2017,59,1248.0,88.50,7.0,11789,0,1,0,0
718,2014,54,998.0,67.04,5.0,4867,0,0,0,1
719,2015,59,1248.0,74,5.0,7453,0,1,0,0
720,2012,35,1598.0,103.6,5.0,5780,0,0,0,1
721,2009,36,1896.0,105,5.0,6084,0,1,0,0
722,2014,48,1496.0,113.98,5.0,35748,0,1,0,0
723,2008,40,1396.0,53.5,5.0,1749,0,1,0,0
724,2015,42,1497.0,117.3,5.0,16200,0,0,0,1
725,2016,38,2179.0,187.7,5.0,54277,0,1,0,0
726,2017,35,2143.0,204,5.0,48587,0,1,0,0
727,2011,43,1991.0,147.9,5.0,6389,0,1,0,0
728,2015,35,2179.0,140,7.0,15060,0,1,0,0
729,2014,27,1796.0,186,5.0,23518,0,0,0,1
730,2018,42,1199.0,88.7,5.0,12869,0,0,0,1
731,2013,39,1496.0,88.73,5.0,4943,0,0,0,1
732,2012,46,796.0,46.3,5.0,3955,0,0,0,1
733,2016,47,1197.0,81.80,5.0,7910,0,0,0,1
734,2009,44,998.0,66.1,5.0,2738,0,0,0,1
735,2011,59,624.0,37.48,4.0,2433,0,0,0,1
736,2015,59,1498.0,99,5.0,3803,0,1,0,0
737,2011,37,1368.0,90,5.0,3803,0,0,0,1
738,2017,42,1196.0,86.8,5.0,10192,0,0,0,1
739,2005,36,1590.0,94,5.0,1825,0,0,0,1
740,2016,44,1995.0,184,5.0,54079,0,1,0,0
741,2017,42,1998.0,163.7,5.0,11789,0,1,0,0
742,2005,29,2609.0,116.6,8.0,2951,0,1,0,0
743,2016,58,1396.0,69,5.0,3346,0,1,0,0
744,2011,42,1991.0,147.9,4.0,5780,0,1,0,0
745,2016,30,2494.0,102,8.0,23807,0,1,0,0
746,2018,45,2143.0,167.62,5.0,60042,0,1,0,0
747,2011,43,1197.0,85.80,5.0,2281,0,0,0,1
748,2013,30,2494.0,102,8.0,13462,0,1,0,0
749,2013,29,2982.0,168.5,7.0,27229,0,1,0,0
750,2014,39,1197.0,78.9,5.0,7727,0,0,0,1
751,2012,52,1582.0,126.32,5.0,9507,0,1,0,0
752,2015,36,1968.0,174.33,5.0,34607,0,1,0,0
753,2010,43,1199.0,79.4,5.0,2220,0,0,0,1
754,2007,41,1399.0,68,5.0,3118,0,1,0,0
755,2014,47,1399.0,68,5.0,6206,0,1,0,0
756,2014,54,998.0,67.04,5.0,6921,0,0,0,1
757,2013,47,2143.0,107.3,5.0,21297,0,1,0,0
758,2016,37,1591.0,121.3,5.0,16581,0,0,0,1
759,2010,44,998.0,67.1,5.0,3726,0,0,0,1
760,2013,23,2148.0,170,5.0,24035,0,1,0,0
761,2017,44,1499.0,110.4,5.0,12550,0,0,0,1
762,2013,32,1995.0,148,5.0,12930,0,1,0,0
763,2016,37,2179.0,140,7.0,23639,0,1,0,0
764,2013,39,796.0,34.2,8.0,3574,0,0,0,1
765,2015,52,998.0,67.04,5.0,6571,0,0,0,1
766,2008,30,2499.0,141,7.0,5932,0,1,0,0
767,2011,52,1582.0,126.32,5.0,7910,0,1,0,0
768,2018,43,1197.0,81.83,5.0,8899,0,0,0,1
769,2013,37,1373.0,93.7,7.0,9507,0,0,0,1
770,2019,32,2179.0,155,7.0,26819,0,1,0,0
771,2017,55,1248.0,88.5,5.0,14831,0,1,0,0
772,2015,42,3498.0,306,2.0,83667,0,0,0,1
773,2011,51,1199.0,73.9,5.0,6237,0,1,0,0
774,2011,29,2982.0,168.5,7.0,18239,0,1,0,0
775,2017,37,2179.0,140,7.0,20597,0,1,0,0
776,2016,42,2143.0,201.15,5.0,85188,0,1,0,0
777,2016,43,1199.0,88.7,5.0,9887,0,0,0,1
778,2013,55,1248.0,74,5.0,7225,0,1,0,0
779,2014,40,1591.0,121.3,5.0,8518,0,0,0,1
780,2017,25,3198.0,197,7.0,44419,0,1,0,0
781,2018,43,1197.0,81.83,5.0,9659,0,0,0,1
782,2013,39,1497.0,116.3,5.0,7530,0,0,0,1
783,2018,64,1498.0,98.6,5.0,12930,0,1,0,0
784,2013,40,1591.0,121.3,5.0,6845,0,0,0,1
785,2015,56,1498.0,98.6,7.0,8366,0,1,0,0
786,2013,48,1248.0,88.8,7.0,9979,0,1,0,0
787,2014,56,998.0,67.1,5.0,3498,0,0,0,1
788,2004,30,2446.0,75,10.0,5324,0,1,0,0
789,2016,47,1197.0,78.9,5.0,6921,0,0,0,1
790,2009,39,1896.0,105,5.0,11789,0,1,0,0
791,2015,43,1197.0,81.83,5.0,7986,0,0,0,1
792,2013,27,2993.0,235,5.0,35429,0,1,0,0
793,2016,53,1995.0,190,5.0,36494,0,1,0,0
794,2010,34,1399.0,92.7,5.0,2722,0,0,0,1
795,2011,33,2143.0,203,5.0,21144,0,1,0,0
796,2013,41,1968.0,174.33,5.0,28827,0,1,0,0
797,2014,48,998.0,67.04,5.0,3787,0,0,0,1
798,2016,59,799.0,53.3,5.0,4791,0,0,0,1
799,2017,50,1498.0,108.62,5.0,9811,0,1,0,0
800,2013,51,1199.0,73.9,5.0,6465,0,1,0,0
801,2014,53,796.0,47.3,5.0,4183,0,0,0,1
802,2017,43,1197.0,81.83,5.0,10861,0,0,0,1
803,2012,39,1197.0,80,5.0,5324,0,0,0,1
804,2017,53,1396.0,88.73,5.0,11104,0,1,0,0
805,2014,48,998.0,67.04,5.0,4183,0,0,0,1
806,2017,53,1396.0,88.73,5.0,12474,0,1,0,0
807,2015,40,1197.0,103.6,5.0,9903,0,0,0,1
808,2015,47,1399.0,68.05,5.0,6465,0,1,0,0
809,2014,43,1197.0,85.8,5.0,9446,0,0,0,1
810,2016,56,1120.0,70,5.0,6967,0,1,0,0
811,2016,32,2179.0,118.3,7.0,11409,0,1,0,0
812,2012,63,796.0,38.4,5.0,3194,1,0,0,0
813,2014,46,1086.0,68.05,5.0,6221,0,0,0,1
814,2014,45,1968.0,141,5.0,16353,0,1,0,0
815,2014,37,2993.0,258,7.0,63130,0,1,0,0
816,2014,54,998.0,67.04,5.0,6693,0,0,0,1
817,2013,48,1598.0,103.6,5.0,9507,0,1,0,0
818,2011,37,1995.0,181,5.0,15972,0,1,0,0
819,2014,48,1248.0,88.8,7.0,11028,0,1,0,0
820,2013,47,1399.0,68.05,5.0,4867,0,1,0,0
821,2014,38,1198.0,74,5.0,6008,0,0,0,1
822,2009,39,2967.0,241.38,5.0,18361,0,1,0,0
823,2017,32,2393.0,147.8,7.0,28294,0,1,0,0
824,2013,52,1582.0,126.3,5.0,8670,0,1,0,0
825,2013,42,1086.0,62.1,5.0,2662,0,0,0,1
826,2011,38,1968.0,147.51,5.0,16718,0,1,0,0
827,2012,38,1968.0,147.51,5.0,22057,0,1,0,0
828,2009,39,1896.0,105,5.0,4730,0,1,0,0
829,2015,32,1997.0,153.86,5.0,21236,0,0,0,1
830,2015,52,1582.0,126.32,5.0,10815,0,1,0,0
831,2014,57,1498.0,98.6,7.0,10496,0,1,0,0
832,2018,43,1197.0,81.83,5.0,11819,0,0,0,1
833,2011,30,2494.0,102,8.0,8366,0,1,0,0
834,2014,43,1197.0,81.83,5.0,8138,0,0,0,1
835,2011,31,2523.0,63,7.0,6845,0,1,0,0
836,2014,47,1498.0,103.2,5.0,7225,0,1,0,0
837,2015,38,2179.0,187.7,5.0,49896,0,1,0,0
838,2005,40,993.0,60,5.0,1064,0,0,0,1
839,2018,30,2987.0,258,5.0,76502,0,1,0,0
840,2010,27,2982.0,171,7.0,16718,0,1,0,0
841,2015,44,1197.0,82,5.0,8473,0,0,0,1
842,2018,59,1186.0,73.97,5.0,8975,0,1,0,0
843,2016,35,1591.0,121.3,5.0,14345,0,0,0,1
844,2010,47,1197.0,78.9,5.0,4411,0,0,0,1
845,2016,45,1198.0,86.8,5.0,5598,0,0,0,1
846,2015,29,2982.0,168.5,7.0,32964,0,1,0,0
847,2011,38,1968.0,140,5.0,19015,0,1,0,0
848,2018,26,2755.0,171.5,7.0,30302,0,1,0,0
849,2014,59,1498.0,98.6,5.0,10268,0,1,0,0
850,2015,59,1498.0,98.6,5.0,10587,0,1,0,0
851,2017,51,999.0,67,5.0,4943,0,0,0,1
852,2018,66,1248.0,74,5.0,13158,0,1,0,0
853,2017,54,998.0,67.04,5.0,7606,0,0,0,1
854,2011,35,2179.0,140,7.0,8366,0,1,0,0
855,2010,47,1197.0,78.9,5.0,3955,0,0,0,1
856,2014,46,1086.0,68.05,5.0,5187,0,0,0,1
857,2011,51,1197.0,81.80,5.0,4107,0,0,0,1
858,2008,22,1995.0,163.5,5.0,8366,0,0,0,1
859,2012,33,1984.0,226.6,4.0,53242,0,0,0,1
860,2011,34,1991.0,184,5.0,14831,0,0,0,1
861,2013,50,1461.0,84.8,5.0,6465,0,1,0,0
862,2015,44,998.0,67.1,5.0,4867,0,0,0,1
863,2014,55,1248.0,74,5.0,10420,0,1,0,0
864,2015,60,1498.0,98.6,5.0,6845,0,1,0,0
865,2012,66,1248.0,74,5.0,5400,0,1,0,0
866,2010,31,1495.0,93.7,5.0,2890,1,0,0,0
867,2008,24,2609.0,120,7.0,5476,0,1,0,0
868,2015,30,2143.0,201.1,5.0,33162,0,1,0,0
869,2012,30,2982.0,168.5,7.0,20536,0,1,0,0
870,2016,53,799.0,53.64,5.0,4046,0,0,0,1
871,2010,39,1497.0,116.3,5.0,5704,0,0,0,1
872,2018,45,2494.0,158.2,5.0,48679,0,0,0,1
873,2016,61,1498.0,98.6,5.0,12276,0,1,0,0
874,2012,45,1968.0,138.1,5.0,8579,0,1,0,0
875,2013,41,1968.0,174.33,5.0,36494,0,1,0,0
876,2016,48,1248.0,88.76,7.0,11409,0,1,0,0
877,2016,45,2143.0,167.62,5.0,41072,0,1,0,0
878,2008,45,1248.0,73.9,5.0,4335,0,1,0,0
879,2012,44,1461.0,108.45,5.0,9659,0,1,0,0
880,2010,49,1248.0,73.9,5.0,5020,0,1,0,0
881,2013,44,1197.0,85.8,5.0,7606,0,0,0,1
882,2014,53,1248.0,74,5.0,9827,0,1,0,0
883,2017,49,814.0,55.2,5.0,5704,0,0,0,1
884,2003,40,993.0,60,5.0,2312,0,0,0,1
885,2012,35,1196.0,73,7.0,5491,0,0,0,1
886,2017,33,1968.0,174.3,5.0,66538,0,1,0,0
887,2014,36,1968.0,174.33,5.0,30424,0,1,0,0
888,2010,45,1248.0,73.9,5.0,5552,0,1,0,0
889,2013,33,1978.0,83.1,10.0,7986,0,1,0,0
890,2016,37,2993.0,258,7.0,88230,0,1,0,0
891,2015,42,1497.0,117.3,5.0,13158,0,0,0,1
892,2015,58,1396.0,69.01,5.0,3803,0,1,0,0
893,2014,39,1197.0,103.6,5.0,11789,0,0,0,1
894,2015,54,998.0,67.04,5.0,6313,0,0,0,1
895,2011,27,2982.0,171,7.0,16505,0,1,0,0
896,2010,26,2360.0,170,5.0,8412,0,0,0,1
897,2014,36,1896.0,105,5.0,17494,0,1,0,0
898,2015,46,1582.0,126.2,5.0,14071,0,1,0,0
899,2011,41,1198.0,75,5.0,3483,0,0,0,1
900,2015,53,1498.0,98.59,5.0,10648,0,1,0,0
901,2007,42,1061.0,64,5.0,2510,0,0,0,1
902,2017,48,1373.0,91.1,5.0,12550,0,0,0,1
903,2011,34,1991.0,181.03,5.0,13903,0,0,0,1
904,2016,41,1198.0,86.7,5.0,9887,0,0,0,1
905,2015,46,1461.0,83.8,5.0,8747,0,1,0,0
906,2012,61,998.0,58.2,5.0,4335,0,0,1,0
907,2011,38,1198.0,73.9,5.0,3194,0,0,0,1
908,2017,46,1582.0,126.2,5.0,20612,0,1,0,0
909,2012,34,2993.0,270.9,5.0,31185,0,1,0,0
910,2017,38,1956.0,170,5.0,30424,0,1,0,0
911,2018,36,1999.0,177,5.0,90847,0,1,0,0
912,2016,64,1248.0,74,5.0,9887,0,1,0,0
913,2016,66,1248.0,88.5,5.0,11409,0,1,0,0
914,2007,35,1586.0,104.68,5.0,3270,0,0,0,1
915,2015,53,1582.0,126.24,5.0,12839,0,1,0,0
916,2013,31,2477.0,175.56,7.0,19000,0,1,0,0
917,2017,39,1198.0,73.75,5.0,8336,0,0,0,1
918,2013,43,1197.0,85.80,5.0,6389,0,0,0,1
919,2013,39,1493.0,110,5.0,10952,0,1,0,0
