,Year,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
413,2013,Diesel,Manual,First,55,1364.0,67.04,5.0,8747
414,2014,Petrol,Manual,Second,45,1198.0,86.8,5.0,4867
415,2018,Petrol,Automatic,First,50,1197.0,83.1,5.0,15044
416,2012,Diesel,Automatic,First,47,1968.0,138.1,5.0,10009
417,2018,Petrol,Manual,First,49,814.0,55.2,5.0,6176
418,2019,Diesel,Manual,First,47,1461.0,108.45,5.0,20338
419,2011,Diesel,Automatic,First,38,2993.0,258,5.0,39277
420,2016,Petrol,Manual,First,53,796.0,47.3,5.0,5689
421,2015,Diesel,Automatic,Second,39,1984.0,150,5.0,33466
422,2007,Petrol,Manual,First,44,998.0,67.1,5.0,2205
423,2008,Petrol,Manual,First,41,1497.0,78,5.0,3042
424,2017,CNG,Manual,First,35,1196.0,73,5.0,7149
425,2014,Petrol,Manual,First,32,1399.0,98.79,8.0,5704
426,2016,Diesel,Manual,First,37,2523.0,62.1,7.0,11713
427,2014,Petrol,Manual,First,49,814.0,55.2,5.0,3955
428,2017,Petrol,Automatic,First,30,1591.0,121.3,5.0,20947
429,2017,Petrol,Manual,Second,37,1598.0,103.5,5.0,10800
430,2008,Petrol,Automatic,Second,30,1799.0,130,5.0,4031
431,2014,Diesel,Manual,First,52,1248.0,74,5.0,3803
432,2013,Diesel,Manual,First,37,2179.0,140,7.0,11454
433,2017,Petrol,Manual,First,43,1197.0,81.83,5.0,12139
434,2014,Diesel,Automatic,Second,33,1968.0,174.3,5.0,59327
435,2011,Petrol,Manual,Second,43,1197.0,85.80,5.0,3422
436,2010,Petrol,Manual,Second,30,1999.0,114,5.0,5856
437,2015,Diesel,Manual,First,30,2494.0,102,7.0,20536
438,2016,Diesel,Manual,First,64,793.0,47,5.0,5324
439,2018,Diesel,Manual,First,59,1248.0,88.5,5.0,13569
440,2016,Diesel,Automatic,First,35,1968.0,181,5.0,30987
441,2016,Diesel,Automatic,First,51,1995.0,190,5.0,55524
442,2016,Diesel,Automatic,First,26,4134.0,335.2,7.0,74402
443,2016,Petrol,Manual,First,43,1197.0,81.83,5.0,10952
444,2012,Diesel,Manual,First,44,1461.0,108.45,5.0,9112
445,2016,Diesel,Manual,First,57,1120.0,71,5.0,7986
446,2014,Diesel,Manual,First,53,1498.0,89.84,5.0,9887
447,2013,Petrol,Manual,First,38,1198.0,73.9,5.0,6693
448,2017,Diesel,Manual,First,56,1120.0,70,5.0,6997
449,2013,Diesel,Manual,First,49,1248.0,88.8,5.0,4487
450,2011,Petrol,Manual,First,39,1497.0,118,5.0,4959
451,2008,Petrol,Manual,Second,42,1086.0,62.1,5.0,3377
452,2012,Diesel,Manual,First,30,2494.0,100,7.0,15972
453,2017,Diesel,Manual,First,66,1248.0,88.5,5.0,12565
454,2013,Diesel,Manual,First,29,2982.0,169,7.0,21981
455,2018,Petrol,Automatic,First,29,1950.0,191.34,5.0,78236
456,2014,Diesel,Manual,First,37,2148.0,170,5.0,34988
457,2012,Diesel,Manual,First,41,1968.0,108.49,5.0,8366
458,2015,Petrol,Manual,First,44,1197.0,82,5.0,6845
459,2018,Petrol,Manual,First,42,1196.0,86.8,5.0,10344
460,2013,Petrol,Manual,First,39,1395.0,138.02,5.0,13310
461,2015,Diesel,Manual,Second,46,1461.0,83.8,5.0,10648
462,2015,Diesel,Automatic,Second,36,1999.0,177,5.0,50960
463,2011,Diesel,Manual,Second,47,1399.0,68,5.0,3422
464,2008,Diesel,Automatic,Second,30,2953.0,156,7.0,6449
465,2017,Diesel,Manual,First,29,2982.0,168.5,7.0,43233
466,2012,Diesel,Manual,First,51,1199.0,73.9,5.0,4183
467,2011,Diesel,Manual,First,54,1248.0,73.94,5.0,4563
468,2013,Diesel,Manual,First,54,1461.0,63.1,5.0,5400
469,2013,Diesel,Manual,First,52,1582.0,126.32,5.0,7301
470,2011,Petrol,Automatic,First,25,2497.0,150,5.0,20536
471,2017,Diesel,Automatic,First,25,2987.0,258,7.0,85188
472,2004,Petrol,Automatic,First,28,2354.0,187.4,5.0,6069
473,2016,Diesel,Automatic,First,40,1582.0,126.2,5.0,23578
474,2010,Petrol,Manual,Second,46,1086.0,68.05,5.0,3529
475,2016,Diesel,Automatic,First,47,2143.0,136,5.0,28264
476,2014,Petrol,Manual,First,37,1373.0,93.7,7.0,8366
477,2006,Diesel,Manual,Second,43,1896.0,66,5.0,4867
478,2015,Petrol,Manual,First,42,1198.0,86.7,5.0,6084
479,2004,Petrol,Manual,First,40,993.0,60,5.0,2433
480,2013,Petrol,Manual,First,36,1586.0,103.3,5.0,6313
481,2014,Petrol,Automatic,First,38,1198.0,86.8,5.0,6465
482,2011,Petrol,Manual,First,44,998.0,67.1,5.0,3955
483,2008,Petrol,Automatic,Second,28,2362.0,164.7,5.0,5217
484,2012,Petrol,Manual,First,43,1199.0,79.4,5.0,3879
485,2017,Diesel,Automatic,First,29,2982.0,168.5,7.0,48679
486,2014,Diesel,Manual,First,53,1498.0,89.84,5.0,9507
487,2010,Diesel,Manual,Second,41,1248.0,75,5.0,5476
488,2010,Diesel,Automatic,First,31,2987.0,282,5.0,28142
489,2015,Petrol,Manual,Second,40,1497.0,117.3,7.0,6465
490,2017,Petrol,Manual,Second,44,1197.0,82,5.0,7301
491,2015,Diesel,Automatic,First,37,2179.0,140,7.0,19775
492,2012,Petrol,Manual,Second,34,1598.0,105,5.0,3422
493,2009,Petrol,Manual,First,42,1086.0,62.1,5.0,3498
494,2019,Petrol,Manual,First,35,1591.0,121.3,5.0,20627
495,2017,Diesel,Manual,First,36,1997.0,120,7.0,18634
496,2013,Diesel,Manual,First,48,1598.0,103.5,5.0,5719
497,2015,Diesel,Manual,First,44,1461.0,108.45,5.0,13052
498,2011,Diesel,Automatic,First,27,2993.0,245,5.0,41833
499,2013,Petrol,Manual,First,41,1496.0,88.73,5.0,7530
500,2012,Petrol,Manual,First,52,998.0,67.04,5.0,5020
501,2016,Petrol,Manual,First,37,1591.0,121.3,5.0,12169
502,2014,Petrol,Manual,First,54,998.0,67.04,5.0,4244
503,2017,Diesel,Automatic,First,29,2179.0,187.7,5.0,69428
504,2014,Petrol,Manual,First,43,1199.0,76.8,5.0,3879
505,2014,Petrol,Manual,Second,59,624.0,37.5,4.0,1521
506,2017,Diesel,Automatic,First,41,1968.0,174.33,5.0,57137
507,2009,Diesel,Automatic,Second,25,2987.0,198.5,5.0,14132
508,2019,Petrol,Manual,First,51,1197.0,81.80,5.0,9690
509,2013,Petrol,Manual,First,34,1368.0,112,5.0,4533
510,2017,Petrol,Manual,First,47,1197.0,81.80,5.0,8747
511,2010,Diesel,Manual,First,27,2982.0,171,7.0,19775
512,2014,Petrol,Manual,First,37,1373.0,93.7,7.0,10344
513,2010,Petrol,Automatic,First,28,1995.0,154,5.0,15957
514,2014,Petrol,Manual,First,37,1373.0,93.7,7.0,8518
515,2010,Petrol,Automatic,Second,39,1497.0,118,5.0,4335
516,2013,Diesel,Manual,First,34,2199.0,194.3,7.0,12717
517,2005,Diesel,Manual,First,39,1405.0,70,5.0,1521
518,2010,Petrol,Automatic,Second,25,2497.0,204,5.0,16353
519,2011,Diesel,Manual,First,45,1248.0,73.9,5.0,5856
520,2012,Diesel,Manual,First,41,1399.0,67,5.0,4563
521,2015,Petrol,Automatic,First,42,1497.0,117.3,5.0,14603
522,2012,Diesel,Manual,First,30,2982.0,168.5,7.0,20156
523,2016,Petrol,Manual,First,42,1198.0,86.7,5.0,8747
524,2014,Diesel,Manual,First,53,1396.0,88.73,5.0,10268
525,2013,Diesel,Manual,Second,42,1248.0,73.8,7.0,7377
526,2019,Petrol,Automatic,First,0,1950.0,181.43,5.0,59312
527,2009,Petrol,Automatic,First,29,1586.0,103.2,5.0,4335
528,2012,Diesel,Manual,First,30,2494.0,100,7.0,14466
529,2012,Diesel,Automatic,Second,43,1995.0,177,5.0,28142
530,2015,Diesel,Manual,First,44,1461.0,108.45,5.0,10268
531,2017,Diesel,Automatic,First,48,1995.0,190,5.0,44723
532,2009,Petrol,Manual,First,41,1497.0,78,5.0,5004
533,2016,Diesel,Manual,First,66,1248.0,88.5,5.0,14451
534,2010,Petrol,Manual,Second,41,1298.0,85.8,5.0,3346
535,2012,Diesel,Manual,First,35,2179.0,140,7.0,9887
536,2007,Petrol,Manual,First,31,1799.0,130,5.0,7453
537,2013,Diesel,Manual,Second,59,1248.0,88.50,7.0,10268
538,2013,Diesel,Manual,First,55,1364.0,67.04,5.0,5780
539,2013,Petrol,Automatic,First,23,1984.0,207.8,2.0,44875
540,2017,Diesel,Manual,First,49,1498.0,108.4,5.0,15972
541,2015,Diesel,Manual,First,47,1498.0,88.8,5.0,9431
542,2009,Diesel,Automatic,First,39,1896.0,105,5.0,7606
543,2007,Diesel,Manual,First,45,1461.0,65,5.0,3498
544,2016,Diesel,Automatic,First,26,2755.0,171.5,7.0,25860
545,2014,Diesel,Automatic,First,44,1995.0,184,5.0,38791
546,2015,Diesel,Manual,First,64,1498.0,98.6,5.0,8594
547,2015,Diesel,Manual,First,60,1498.0,98.6,5.0,8518
548,2015,Diesel,Automatic,First,38,2179.0,187.7,5.0,45606
549,2016,Diesel,Manual,First,62,1248.0,74,5.0,11241
550,2018,Diesel,Manual,First,40,1956.0,170,5.0,28903
551,2010,Petrol,Manual,First,29,1794.0,132,5.0,7606
552,2011,Petrol,Manual,First,39,1497.0,118,5.0,5096
553,2013,Petrol,Manual,First,43,1197.0,85.8,5.0,6769
554,2019,Diesel,Automatic,First,52,1582.0,126.32,5.0,12641
555,2012,Diesel,Manual,Second,37,2523.0,62.1,7.0,9127
556,2014,Diesel,Manual,First,53,1248.0,74,5.0,7986
557,2012,Diesel,Automatic,First,41,1968.0,174.33,5.0,18711
558,2004,Petrol,Manual,Third,32,1299.0,70,5.0,2281
559,2018,Diesel,Manual,First,47,1498.0,88,5.0,12352
560,2012,Diesel,Manual,First,31,2523.0,63,7.0,9309
561,2017,Diesel,Manual,First,59,1498.0,98.6,5.0,16550
562,2014,Petrol,Manual,First,42,1199.0,82.5,5.0,5324
563,2016,Petrol,Manual,First,43,1197.0,81.83,5.0,9355
564,2016,Diesel,Automatic,First,40,1995.0,184,5.0,50200
565,2012,Diesel,Automatic,First,35,1995.0,177,5.0,20536
566,2015,Diesel,Automatic,First,29,2982.0,168.5,7.0,26028
567,2014,Diesel,Automatic,First,26,4134.0,335.2,7.0,45286
568,2013,Diesel,Manual,First,48,1248.0,88.76,7.0,9051
569,2015,Petrol,Manual,First,43,1197.0,80,5.0,8747
570,2006,Petrol,Automatic,Second,23,3498.0,364.9,5.0,28903
571,2014,Diesel,Manual,First,48,1461.0,83.8,5.0,7225
572,2013,Diesel,Manual,Second,40,1493.0,100,7.0,5020
573,2013,Diesel,Automatic,First,29,2982.0,168.5,7.0,25100
574,2014,Diesel,Automatic,First,37,2993.0,258,7.0,66933
575,2011,Diesel,Manual,First,45,1248.0,73.9,5.0,6678
576,2018,Diesel,Manual,First,59,1248.0,74,5.0,9431
577,2016,Petrol,Automatic,First,31,1984.0,177.01,5.0,36843
578,2008,Diesel,Manual,Third,24,2835.0,107.2,6.0,8290
579,2016,Diesel,Automatic,First,38,2179.0,187.7,5.0,66933
580,2019,Diesel,Automatic,First,26,2755.0,171.5,7.0,37756
581,2015,Diesel,Automatic,First,45,1968.0,141,5.0,17783
582,2018,Petrol,Automatic,First,33,1798.0,138.03,5.0,30424
583,2010,Petrol,Manual,First,46,796.0,35,8.0,2205
584,2018,Diesel,Automatic,First,42,2143.0,170,5.0,73779
585,2016,Diesel,Automatic,First,50,1498.0,108.5,5.0,14375
586,2015,Diesel,Manual,First,37,2179.0,140,7.0,19015
587,2014,Diesel,Manual,First,48,1461.0,83.8,5.0,10496
588,2012,Diesel,Manual,Second,52,1582.0,126.32,5.0,8823
589,2016,Diesel,Automatic,First,34,2993.0,258,5.0,67785
590,2015,Diesel,Manual,Second,36,2179.0,120,7.0,12930
591,2017,Diesel,Manual,First,56,1582.0,126.2,5.0,16277
592,2009,Diesel,Automatic,Second,28,2967.0,241.4,7.0,18254
593,2010,Petrol,Manual,First,34,1150.0,76,5.0,3711
594,2000,Diesel,Manual,First,31,2523.0,63,7.0,2966
595,2014,Petrol,Manual,First,44,1197.0,82,5.0,6617
596,2017,Diesel,Manual,First,32,2393.0,147.8,8.0,26621
597,2015,Petrol,Manual,First,49,814.0,55.2,5.0,4411
598,2013,Diesel,Manual,First,51,1199.0,73.9,5.0,4411
599,2016,Diesel,Manual,First,57,1248.0,88.5,5.0,13538
600,2013,Diesel,Automatic,First,44,1995.0,184,5.0,25480
601,2016,Petrol,Manual,First,49,814.0,55.2,5.0,6008
602,2009,Petrol,Manual,First,39,1497.0,118,5.0,3194
603,2011,Petrol,Manual,Second,30,2354.0,177.6,5.0,6526
604,2009,Diesel,Manual,First,32,2498.0,112,8.0,5856
605,2009,Diesel,Automatic,Second,31,1995.0,170,5.0,13690
606,2013,Petrol,Manual,Second,39,1497.0,116.3,5.0,6845
607,2016,Diesel,Manual,First,37,2179.0,140,7.0,18954
608,2014,Diesel,Manual,First,50,1396.0,88.76,5.0,7073
609,2014,Diesel,Manual,First,30,2982.0,168.5,7.0,31185
610,2006,Diesel,Manual,First,31,2523.0,63,8.0,4411
611,2007,Petrol,Manual,First,37,1298.0,85,5.0,2205
612,2016,Diesel,Automatic,First,48,1496.0,113.98,5.0,44875
613,2015,Diesel,Automatic,First,36,1968.0,174.33,5.0,38030
614,2013,Petrol,Manual,Second,39,1197.0,80,5.0,5324
615,2017,Diesel,Manual,First,33,2179.0,154,7.0,17113
616,2017,Diesel,Manual,First,51,1498.0,98.6,7.0,16413
617,2013,Diesel,Manual,First,45,1968.0,138.03,5.0,8975
618,2017,Petrol,Manual,First,44,1197.0,81.86,5.0,7788
619,2017,Petrol,Manual,First,49,1197.0,81.80,5.0,8670
620,2016,Diesel,Automatic,First,42,1995.0,190,5.0,54520
621,2007,Petrol,Manual,First,32,1299.0,70,5.0,1901
622,2013,Petrol,Manual,First,47,1197.0,78.9,5.0,4031
623,2016,Diesel,Manual,First,52,1582.0,126.3,5.0,13980
624,2014,Diesel,Automatic,First,37,1995.0,181,5.0,35748
625,2011,Petrol,Automatic,First,28,1796.0,185,5.0,19015
626,2010,Petrol,Manual,Second,43,1199.0,79.4,5.0,2281
627,2012,Diesel,Manual,First,35,2179.0,140,7.0,12321
628,2017,Diesel,Manual,First,66,1248.0,88.5,5.0,14831
629,2017,Diesel,Automatic,First,46,2143.0,201.15,5.0,57699
630,2005,Petrol,Automatic,Third,38,1497.0,78,5.0,2981
631,2015,Diesel,Automatic,First,27,2982.0,169,7.0,31185
632,2011,Petrol,Manual,First,56,998.0,67.1,5.0,4183
633,2017,Petrol,Automatic,First,22,1999.0,237.4,5.0,114091
634,2009,Diesel,Manual,First,51,1396.0,90,5.0,4259
635,2017,Petrol,Automatic,First,37,1497.0,117.3,7.0,14071
636,2007,Petrol,Manual,First,31,1794.0,125,5.0,4563
637,2014,Diesel,Automatic,First,41,1968.0,174.33,5.0,36341
638,2014,Diesel,Manual,First,30,2494.0,100.6,7.0,19395
639,2014,Diesel,Manual,First,56,1120.0,70,5.0,6313
640,2013,Petrol,Automatic,First,34,1598.0,105,5.0,7073
641,2012,Diesel,Manual,First,30,2494.0,102,7.0,13538
642,2008,Diesel,Manual,Second,39,1493.0,110,5.0,2281
643,2015,Diesel,Manual,Second,54,1248.0,73.94,5.0,4974
644,2008,Diesel,Automatic,Second,28,2967.0,241.4,7.0,27381
645,2016,Petrol,Manual,First,43,1197.0,81.83,5.0,9583
646,2017,Diesel,Manual,First,57,1248.0,88.5,5.0,17204
647,2014,Petrol,Manual,First,40,1497.0,117.3,5.0,9370
648,2014,Petrol,Manual,First,48,1373.0,91.1,5.0,9127
649,2013,Petrol,Automatic,First,41,1498.0,99.6,5.0,8260
650,2012,Diesel,Manual,First,51,1199.0,73.9,5.0,7073
651,2015,Diesel,Manual,First,48,1248.0,88.8,7.0,11409
652,2015,Diesel,Manual,First,62,1248.0,74,5.0,9507
653,2007,Diesel,Automatic,First,34,2143.0,170,5.0,14071
654,2013,Petrol,Manual,First,45,1198.0,86.8,5.0,4791
655,2008,Petrol,Manual,First,37,1086.0,66.7,5.0,3498
656,2012,Diesel,Manual,First,52,1582.0,126.32,5.0,7986
657,2017,Diesel,Manual,First,66,1248.0,88.5,5.0,11257
658,2006,Petrol,Manual,Second,32,1299.0,70,5.0,2357
659,2017,Petrol,Manual,Second,38,1199.0,74,5.0,9127
660,2016,Petrol,Manual,First,43,1199.0,88.7,5.0,8975
661,2013,Diesel,Manual,Second,60,1498.0,98.6,5.0,7149
662,2015,Diesel,Manual,First,53,1396.0,88.73,5.0,9887
663,2012,Diesel,Manual,First,49,1248.0,73.9,5.0,5400
664,2014,Petrol,Manual,First,39,1497.0,116.3,5.0,10800
665,2010,Petrol,Manual,First,30,1798.0,160,5.0,9127
666,2017,Diesel,Manual,First,57,1248.0,88.5,5.0,12154
667,2009,Petrol,Manual,Second,39,1197.0,80,5.0,6237
668,2017,Petrol,Automatic,First,56,998.0,67.1,5.0,6008
669,2016,Petrol,Manual,First,49,814.0,55.2,5.0,6662
670,2011,Petrol,Manual,First,47,1197.0,78.9,5.0,4183
671,2016,Petrol,Automatic,First,42,3498.0,306,2.0,84488
672,2014,Diesel,Automatic,First,43,1968.0,187.74,5.0,44115
673,2013,Diesel,Manual,First,53,1498.0,98.59,5.0,10040
674,2012,Diesel,Automatic,First,33,1968.0,140,5.0,10633
675,2017,Diesel,Manual,First,32,2393.0,147.8,7.0,28522
676,2010,Diesel,Manual,Third,47,1399.0,68,5.0,1947
677,2006,Petrol,Manual,Third,34,1399.0,92.7,5.0,1825
678,2013,Petrol,Manual,First,43,1197.0,85.80,5.0,6556
679,2011,Diesel,Automatic,First,29,2179.0,147.51,5.0,25100
680,2017,Petrol,Manual,First,44,1197.0,82,5.0,8579
681,2017,Diesel,Automatic,First,25,3198.0,197.2,7.0,47340
682,2013,Diesel,Automatic,First,30,1968.0,167.6,5.0,38730
683,2017,Petrol,Manual,First,40,1591.0,121.3,5.0,11987
684,2017,Diesel,Automatic,First,30,2143.0,204,5.0,54763
685,2014,Diesel,Automatic,First,0,2987.0,165,5.0,45636
686,2008,Petrol,Manual,Second,41,1298.0,85.8,5.0,4335
687,2011,Petrol,Manual,First,30,1343.0,90,5.0,5324
688,2014,Diesel,Manual,First,48,1461.0,83.8,5.0,11409
689,2012,Diesel,Automatic,First,34,2143.0,170,5.0,28903
690,2015,Diesel,Automatic,First,37,2993.0,258,5.0,82145
691,2015,Petrol,Manual,First,44,1197.0,82,5.0,7149
692,2017,Petrol,Automatic,First,51,1197.0,81.80,5.0,12930
693,2013,Diesel,Automatic,First,37,1995.0,181,4.0,25860
694,2017,Petrol,Manual,First,53,796.0,47.3,5.0,5339
695,2013,Diesel,Automatic,Second,40,1968.0,174.33,5.0,29663
696,2012,Petrol,Automatic,Second,31,1598.0,181,4.0,25860
697,2015,Diesel,Automatic,Second,28,2967.0,241.4,7.0,65944
698,2012,Diesel,Manual,First,59,936.0,57.6,5.0,4031
699,2015,Petrol,Manual,First,48,998.0,67.04,5.0,5354
700,2016,Diesel,Manual,First,44,1461.0,108.5,5.0,9507
701,2015,Diesel,Automatic,First,44,1995.0,184,5.0,37650
702,2015,Petrol,Manual,First,49,1197.0,83.14,5.0,7986
703,2016,Diesel,Manual,First,41,1968.0,108.5,5.0,16733
704,2018,Petrol,Automatic,First,36,1499.0,110.4,5.0,13843
705,2010,Petrol,Manual,First,43,1197.0,80,5.0,4943
706,2017,Diesel,Manual,First,35,1248.0,88.5,5.0,12930
707,2010,Petrol,Manual,First,38,1599.0,103.2,5.0,4715
708,2015,Diesel,Automatic,First,44,1995.0,184,5.0,30211
709,2017,Diesel,Manual,First,56,1186.0,73.97,5.0,7453
710,2014,Petrol,Manual,Second,40,1497.0,117.3,5.0,8670
711,2012,Diesel,Manual,First,59,1248.0,74,5.0,4411
712,2018,Diesel,Manual,First,64,1248.0,74,5.0,11911
713,2015,Diesel,Manual,First,32,2179.0,138.1,7.0,12397
714,2008,Petrol,Manual,Second,31,1495.0,94,5.0,3042
715,2016,Diesel,Manual,First,59,1248.0,74,5.0,9507
716,2016,Petrol,Automatic,First,51,624.0,37.48,4.0,4852
717,2017,Diesel,Manual,First,59,1248.0,88.50,7.0,11789
718,2014,Petrol,Automatic,Second,54,998.0,67.04,5.0,4867
719,2015,Diesel,Manual,First,59,1248.0,74,5.0,7453
720,2012,Petrol,Manual,First,35,1598.0,103.6,5.0,5780
721,2009,Diesel,Automatic,First,36,1896.0,105,5.0,6084
722,2014,Diesel,Automatic,Second,48,1496.0,113.98,5.0,35748
723,2008,Diesel,Manual,First,40,1396.0,53.5,5.0,1749
724,2015,Petrol,Automatic,First,42,1497.0,117.3,5.0,16200
725,2016,Diesel,Automatic,First,38,2179.0,187.7,5.0,54277
726,2017,Diesel,Automatic,First,35,2143.0,204,5.0,48587
727,2011,Diesel,Manual,Third,43,1991.0,147.9,5.0,6389
728,2015,Diesel,Manual,First,35,2179.0,140,7.0,15060
729,2014,Petrol,Automatic,First,27,1796.0,186,5.0,23518
730,2018,Petrol,Manual,First,42,1199.0,88.7,5.0,12869
731,2013,Petrol,Manual,First,39,1496.0,88.73,5.0,4943
732,2012,Petrol,Manual,First,46,796.0,46.3,5.0,3955
733,2016,Petrol,Manual,First,47,1197.0,81.80,5.0,7910
734,2009,Petrol,Manual,Third,44,998.0,66.1,5.0,2738
735,2011,Petrol,Manual,First,59,624.0,37.48,4.0,2433
736,2015,Diesel,Manual,First,59,1498.0,99,5.0,3803
737,2011,Petrol,Manual,First,37,1368.0,90,5.0,3803
738,2017,Petrol,Manual,First,42,1196.0,86.8,5.0,10192
739,2005,Petrol,Manual,First,36,1590.0,94,5.0,1825
740,2016,Diesel,Automatic,First,44,1995.0,184,5.0,54079
741,2017,Diesel,Manual,First,42,1998.0,163.7,5.0,11789
742,2005,Diesel,Manual,First,29,2609.0,116.6,8.0,2951
743,2016,Diesel,Manual,First,58,1396.0,69,5.0,3346
744,2011,Diesel,Automatic,First,42,1991.0,147.9,4.0,5780
745,2016,Diesel,Manual,First,30,2494.0,102,8.0,23807
746,2018,Diesel,Automatic,First,45,2143.0,167.62,5.0,60042
747,2011,Petrol,Manual,Second,43,1197.0,85.80,5.0,2281
748,2013,Diesel,Manual,First,30,2494.0,102,8.0,13462
749,2013,Diesel,Manual,Second,29,2982.0,168.5,7.0,27229
750,2014,Petrol,Automatic,Second,39,1197.0,78.9,5.0,7727
751,2012,Diesel,Manual,First,52,1582.0,126.32,5.0,9507
752,2015,Diesel,Automatic,First,36,1968.0,174.33,5.0,34607
753,2010,Petrol,Manual,First,43,1199.0,79.4,5.0,2220
754,2007,Diesel,Manual,Second,41,1399.0,68,5.0,3118
755,2014,Diesel,Manual,First,47,1399.0,68,5.0,6206
756,2014,Petrol,Automatic,First,54,998.0,67.04,5.0,6921
757,2013,Diesel,Automatic,First,47,2143.0,107.3,5.0,21297
758,2016,Petrol,Manual,First,37,1591.0,121.3,5.0,16581
759,2010,Petrol,Manual,First,44,998.0,67.1,5.0,3726
760,2013,Diesel,Automatic,First,23,2148.0,170,5.0,24035
761,2017,Petrol,Manual,First,44,1499.0,110.4,5.0,12550
762,2013,Diesel,Automatic,Second,32,1995.0,148,5.0,12930
763,2016,Diesel,Manual,First,37,2179.0,140,7.0,23639
764,2013,Petrol,Manual,First,39,796.0,34.2,8.0,3574
765,2015,Petrol,Manual,First,52,998.0,67.04,5.0,6571
766,2008,Diesel,Manual,Second,30,2499.0,141,7.0,5932
767,2011,Diesel,Manual,Second,52,1582.0,126.32,5.0,7910
768,2018,Petrol,Manual,First,43,1197.0,81.83,5.0,8899
769,2013,Petrol,Manual,Second,37,1373.0,93.7,7.0,9507
770,2019,Diesel,Automatic,First,32,2179.0,155,7.0,26819
771,2017,Diesel,Manual,First,55,1248.0,88.5,5.0,14831
772,2015,Petrol,Automatic,First,42,3498.0,306,2.0,83667
773,2011,Diesel,Manual,First,51,1199.0,73.9,5.0,6237
774,2011,Diesel,Manual,First,29,2982.0,168.5,7.0,18239
775,2017,Diesel,Manual,First,37,2179.0,140,7.0,20597
776,2016,Diesel,Automatic,First,42,2143.0,201.15,5.0,85188
777,2016,Petrol,Manual,First,43,1199.0,88.7,5.0,9887
778,2013,Diesel,Manual,First,55,1248.0,74,5.0,7225
779,2014,Petrol,Manual,First,40,1591.0,121.3,5.0,8518
780,2017,Diesel,Automatic,First,25,3198.0,197,7.0,44419
781,2018,Petrol,Manual,First,43,1197.0,81.83,5.0,9659
782,2013,Petrol,Manual,First,39,1497.0,116.3,5.0,7530
783,2018,Diesel,Manual,First,64,1498.0,98.6,5.0,12930
784,2013,Petrol,Manual,First,40,1591.0,121.3,5.0,6845
785,2015,Diesel,Manual,First,56,1498.0,98.6,7.0,8366
786,2013,Diesel,Manual,First,48,1248.0,88.8,7.0,9979
787,2014,Petrol,Manual,First,56,998.0,67.1,5.0,3498
788,2004,Diesel,Manual,Second,30,2446.0,75,10.0,5324
789,2016,Petrol,Manual,First,47,1197.0,78.9,5.0,6921
790,2009,Diesel,Automatic,Second,39,1896.0,105,5.0,11789
791,2015,Petrol,Manual,Second,43,1197.0,81.83,5.0,7986
792,2013,Diesel,Automatic,First,27,2993.0,235,5.0,35429
793,2016,Diesel,Automatic,First,53,1995.0,190,5.0,36494
794,2010,Petrol,Manual,First,34,1399.0,92.7,5.0,2722
795,2011,Diesel,Automatic,Second,33,2143.0,203,5.0,21144
796,2013,Diesel,Automatic,First,41,1968.0,174.33,5.0,28827
797,2014,Petrol,Manual,First,48,998.0,67.04,5.0,3787
798,2016,Petrol,Manual,First,59,799.0,53.3,5.0,4791
799,2017,Diesel,Manual,First,50,1498.0,108.62,5.0,9811
800,2013,Diesel,Manual,First,51,1199.0,73.9,5.0,6465
801,2014,Petrol,Manual,First,53,796.0,47.3,5.0,4183
802,2017,Petrol,Manual,First,43,1197.0,81.83,5.0,10861
803,2012,Petrol,Manual,Third,39,1197.0,80,5.0,5324
804,2017,Diesel,Manual,First,53,1396.0,88.73,5.0,11104
805,2014,Petrol,Manual,First,48,998.0,67.04,5.0,4183
806,2017,Diesel,Manual,Second,53,1396.0,88.73,5.0,12474
807,2015,Petrol,Automatic,First,40,1197.0,103.6,5.0,9903
808,2015,Diesel,Manual,First,47,1399.0,68.05,5.0,6465
809,2014,Petrol,Manual,Second,43,1197.0,85.8,5.0,9446
810,2016,Diesel,Manual,First,56,1120.0,70,5.0,6967
811,2016,Diesel,Manual,First,32,2179.0,118.3,7.0,11409
812,2012,CNG,Manual,First,63,796.0,38.4,5.0,3194
813,2014,Petrol,Manual,First,46,1086.0,68.05,5.0,6221
814,2014,Diesel,Automatic,First,45,1968.0,141,5.0,16353
815,2014,Diesel,Automatic,First,37,2993.0,258,7.0,63130
816,2014,Petrol,Automatic,First,54,998.0,67.04,5.0,6693
817,2013,Diesel,Manual,Second,48,1598.0,103.6,5.0,9507
818,2011,Diesel,Automatic,Second,37,1995.0,181,5.0,15972
819,2014,Diesel,Manual,First,48,1248.0,88.8,7.0,11028
820,2013,Diesel,Manual,First,47,1399.0,68.05,5.0,4867
821,2014,Petrol,Manual,First,38,1198.0,74,5.0,6008
822,2009,Diesel,Automatic,Second,39,2967.0,241.38,5.0,18361
823,2017,Diesel,Manual,First,32,2393.0,147.8,7.0,28294
824,2013,Diesel,Automatic,First,52,1582.0,126.3,5.0,8670
825,2013,Petrol,Manual,First,42,1086.0,62.1,5.0,2662
826,2011,Diesel,Automatic,Second,38,1968.0,147.51,5.0,16718
